Customer_ID,Street,City,State_Code,Postal_Code,Country,Seasonality_Segment,EA_Segment,Revenue_Bucket,Profit_Bucket,Market_Share_Segment,Casino_Size_Segment,Market_Potential_Segment,Churn_Segment,Competitiveness_Flag,Volume_Segment,Density_Segment,Propensity
Accoount 1364,AV LA MARINA #2895,SAN MIGUEL - LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1365,"NACIONALES SA, AV GEORGE WASHINGTON 365",SANTO DOMINGO,,None,DOM,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1366,"AV PASEO DE LA REPUBLICA, NRO. 3691 INT. 402, LIMATAMBO",SAN ISIDRO LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1367,"AV SAN BORJA NORTE NRO 829, URB SAN BORJA","LIMA, SAN BORJA",,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1368,"HOLZAPFEL 190, PUCON",IX REGION DE LA ARAUCARIA,,4920636,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1369,1001 W 1ST STREET,SULPHUR,OK,73086,USA,,None,L,H,H,L,L,Minimal Change,-,Low,Medium,-
Accoount 1370,J.E. IRAUSQUIN BOULEVARD 47,ORANJESTAD,,None,ABW,,None,None,None,None,None,None,None,-,-,-,M
Accoount 1371,8000 TARTAK ST,CAROLINA,PR,00979,USA,Potentially Seasonal,Early Adopter,L,L,None,None,None,Concerning,-,-,-,M
Accoount 1372,1501 BISCAYNE BLVD 500,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1373,100 Red Moon Circle,El Reno,OK,73022,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 1374,1 Mohegan Sun Boulevard,Uncasville,CT,06382,USA,None,None,None,None,None,None,None,None,Yes,High,,-
Accoount 1375,"30 RUE ENGLEHART
Suite C",DIEPPE,NB,E1A 8H3,CAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1376,"Centro Comercial San Silvestre, Local 407",Barranca,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1377,200 East Bennett Avenue,Cripple Creek,CO,80813,USA,,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1378,855 West Williams Ave.,Fallon,NV,89406,USA,,None,None,None,None,None,None,None,Yes,Low,Medium,-
Accoount 1379,301 PARK AVE,SYLVAN BEACH,NY,13157,USA,,None,None,None,None,None,None,Minimal Change,-,Medium,,-
Accoount 1380,38 NERI DR,SCHAUMBURG,IL,60194,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1381,4075 S DURANGO DR # 101,LAS VEGAS,NV,89147,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1382,3380 CHOCTAW RD,POCOLA,OK,74902,USA,Potentially Seasonal,None,L,H,None,None,None,Minimal Change,-,Medium,High,M
Accoount 1383,4180 Highway 281,Belcourt,ND,58316,USA,None,None,None,None,None,None,None,None,Yes,Low,,-
Accoount 1384,13550 Darice Parkway,Strongsville,OH,44149,USA,None,None,None,None,None,None,None,None,Yes,Medium,,-
Accoount 1385,209 E WASHINGTON ST,GREENVILLE,SC,29601,USA,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1386,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1387,190 W CRAIG RD,NORTH LAS VEGAS,NV,89032,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1388,3700 VICTORY BLVD,PORTSMOUTH,VA,23701,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 1389,CALLE 50 PH TORRE GLOBAL BANK PISO 40,PANAMA,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1390,2935 W CORPORATE LAKES BLVD,WESTON,FL,33331,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1391,50 S JONES BLVD STE 204,LAS VEGAS,NV,89107,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1392,1950 N BUFFALO DR,LAS VEGAS,NV,89128,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1393,1766 CANAL BLVD,THIBODAUX,LA,70301,USA,,None,None,None,None,None,None,None,-,Low,Low,-
Accoount 1394,1700 JOE YENNI BLVD,KENNER,LA,70065,USA,,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1395,685 W WINNEMUCCA BLVD,WINNEMUCCA,NV,89445,USA,None,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 1396,1412 PULLMAN DR,SPARKS,NV,89434,USA,,None,L,L,None,None,None,None,Yes,High,High,M
Accoount 1397,4610 W TROPICANA AVE,LAS VEGAS,NV,89103,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1398,6480 S DURANGO DR,LAS VEGAS,NV,89113,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1399,780 E PYLE AVE,LAS VEGAS,NV,89183,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1400,8120 S MARYLAND PKWY,LAS VEGAS,NV,89123,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1401,6480 S RAINBOW BLVD,LAS VEGAS,NV,89118,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1402,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1403,53142 HIGHWAY 12,NIOBRARA,NE,68760,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 1404,25845 U.S. 70,MESCALERO,NM,88340,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,Low,,M
Accoount 1405,2170 AIRPORT DRIVE,GREEN BAY,WI,54313,USA,Non Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,Yes,Medium,High,M
Accoount 1406,146 CHIEF MIWALETA LANE,CANYONVILLE,OR,97417,USA,Non Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,Low,,M
Accoount 1407,5050 WILLIAMS BLVD.,KENNER,LA,70065,USA,,,M,H,M,M,H,Minimal Change,-,Medium,Medium,M
Accoount 1408,345 N. VIRGINIA STREET,RENO,NV,89501,USA,Highly Seasonal,,L,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 1409,777 WEST LAKE MEAD PARKWAY,HENDERSON,NV,89015,USA,,None,L,L,M,M,H,Concerning,Yes,High,High,-
Accoount 1410,"VENDOR #211355, PO BOX 77123",LAS VEGAS,NV,89177,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1411,12305 150TH ROAD,MAYETTA,KS,66509,USA,Potentially Seasonal,Early Adopter,M,H,H,L,L,Minimal Change,-,Low,,M
Accoount 1412,815 NICHOLS BLVD.,SPARKS,NV,89434,USA,Non Seasonal,Late Adopter,L,H,M,M,H,Encouraging,Yes,High,High,M
Accoount 1413,741 W. WINNEMUCCA BLVD.,WINNEMUCCA,NV,89445,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,-,Low,Medium,M
Accoount 1414,3965 SKY DANCER WAY NE,BELCOURT,ND,58316,USA,,None,L,H,M,L,M,Minimal Change,Yes,Low,,M
Accoount 1415,5469 CASINO WAY,EL CAJON,CA,92019,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,-,High,Medium,H
Accoount 1416,530 GREGORY STREET,BLACK HAWK,CO,80422,USA,Potentially Seasonal,None,L,H,H,L,L,Minimal Change,Yes,High,Medium,M
Accoount 1417,709 MAIN ST.,DEADWOOD,SD,57732,USA,Potentially Seasonal,Late Adopter,M,H,M,L,M,Minimal Change,Yes,Medium,High,M
Accoount 1418,84-001 AVENUE 54,COACHELLA,CA,92236,USA,Potentially Seasonal,,L,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 1419,37600 ONIGAMING DR,BAYFIELD,WI,54814,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,-,Medium,High,M
Accoount 1420,211 5TH STREET,ELY,NV,89301,USA,,None,L,H,H,L,L,Minimal Change,-,High,High,-
Accoount 1421,7169 PLAZA STREET,BONNERS FERRY,ID,83805,USA,,Late Adopter,M,H,M,L,M,Minimal Change,-,Low,,M
Accoount 1422,1935 1st AVENUE NORTH,SASKATOON,SK,S7K 6W1,CAN,None,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 1423,7300 NORTH ALIANTE PARKWAY,NORTH LAS VEGAS,NV,89084,USA,Potentially Seasonal,Trend Follower,M,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 1424,2752 HWY N 36,UPPER FRUITLAND,NM,87416,USA,None,None,None,None,L,M,H,None,-,Medium,High,L
Accoount 1425,500 NW 32ND ST,NEWCASTLE,OK,73065,USA,,None,L,H,M,L,M,Minimal Change,-,Medium,High,-
Accoount 1426,111 3RD STREET,SIOUX CITY,IA,51101,USA,Potentially Seasonal,Early Adopter,L,H,H,L,L,Minimal Change,-,Low,High,M
Accoount 1427,6301 E 10TH AVE STE 160,HIALEAH,FL,33013,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1428,1440 6TH ST,WELLS,NV,89835,USA,,None,L,H,L,L,M,Minimal Change,-,High,High,M
Accoount 1429,450 ROUTE 31,BRIDGEPORT,NY,13030,USA,Highly Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,-,Low,Low,M
Accoount 1430,ONE MGM WAY,SPRINGFIELD,MA,01103,USA,,Early Adopter,M,H,M,H,VH,Minimal Change,Yes,Low,,H
Accoount 1431,2858 VISTA BLVD,SPARKS,NV,89434,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1432,22625 STATE HWY 161,JEAN,NV,89019,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 1433,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1434,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1435,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1436,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1437,One Ocean Drive,Scantebury,MB,R0E 1W0,CAN,,None,L,H,None,None,None,Minimal Change,Yes,Low,Medium,-
Accoount 1438,1880 WEST WINNEMUCCA BLVD,WINNEMUCCA,NV,89445,USA,,None,L,H,None,None,None,Minimal Change,-,Low,Medium,-
Accoount 1439,3400 CHOCTAW RD,POCOLA,OK,74902,USA,Potentially Seasonal,Early Adopter,M,H,H,H,H,Minimal Change,-,Medium,High,M
Accoount 1440,188 N RENFREW ST,VANCOUVER,BC,V5K 3N8,CAN,None,None,None,None,H,L,L,None,-,Medium,High,-
Accoount 1441,1701 GREAT BASIN BOULEVARD,ELY,NV,89301,USA,None,None,None,None,None,None,None,None,-,High,High,-
Accoount 1442,102 MAIN ST,CENTRAL CITY,CO,80427,USA,Highly Seasonal,None,L,H,H,L,L,Minimal Change,Yes,High,Medium,M
Accoount 1443,2300 PASEO VERDE PKWY,HENDERSON,NV,89052,USA,Highly Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 1444,"D.B.A. PILOT TRAVEL CNTR, 865 W. MAIN STREET",FERNLEY,NV,89408,USA,,None,L,H,None,None,None,None,-,Medium,Medium,M
Accoount 1445,3600 WEST IDAHO STREET,ELKO,NV,89801,USA,,None,L,H,None,None,None,Minimal Change,-,High,High,-
Accoount 1446,12755 S 705 RD,WYANDOTTE,OK,74370,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1447,2935 W CORPORATE LAKES BLVD,WESTON,FL,33331,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1448,230 S. SPRUCE,SAN FRANCISCO,CA,94080,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 1449,1309 ASHFORD AVENUE,SAN JUAN,PR,00907,USA,Potentially Seasonal,None,L,L,None,None,None,Minimal Change,-,-,-,M
Accoount 1450,L.G. Smith Boulevard #107,Noord,,None,ABW,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1451,"AVE HEROES DE UPERON, NO. 29 HEROES DE LUPERON",SANTO DOMINGO,,None,DOM,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1452,3945 W CHEYENNE AVE STE 208,N LAS VEGAS,NV,89032,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1453,"NIT: 900.675.316-3, CRA NO 74-08 IN 4 LC4",BOGOTA,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1454,"PLAZA WORLD TRADE CENTER, PLANTA BAJA, MARBELLA",PANAMA CITY,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1455,1133 BOARDWALK,ATLANTIC CITY,NJ,08401,USA,None,None,None,None,None,None,None,None,-,High,Low,-
Accoount 1456,"CAL MADRE SELVA NRO 152 COO, SANTA ROSA DE QUIVES","SANTA ANITA, LIMA",,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1457,"AV SAN MARTIN NO 1392, SAN ISIDRO, DISTRITO DE ICA",ICA,,11001,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1458,"AV MARISCAL BENAVIDES 101, CHINCHA ALTA-CHINCHA ICA",LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1459,JR UCAYALY #718-720,LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1460,1300 WATER STREET,KELOWNA,BC,V1Y 9P3,CAN,None,None,None,None,M,L,M,None,-,Medium,High,-
Accoount 1461,"BENAVIDES SA, CL ALCANFORES #475 481-491",LIMA MIRAFLORES,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1462,444 WEST SUNSET ROAD,HENDERSON,NV,89011,USA,Highly Seasonal,,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 1463,L.G. SMITH BLVD #82,ORANJESTAD,,None,ABW,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1464,J.E. IRAUSQUIN BLVD #85,PALM BEACH,,None,ABW,,Early Adopter,None,None,None,None,None,None,-,-,-,M
Accoount 1465,6390 West Sahara Avenue,Las Vegas,NV,89146,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1466,"260 CENTURY DOWN DR, ROCKY VIEW NO. 44",CALGARY,AB,T4A 0V5,CAN,None,None,None,None,M,L,M,None,Yes,High,Medium,-
Accoount 1467,210 RACETRACK ROAD,Washington,PA,15301,USA,Potentially Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,-,High,High,H
Accoount 1468,2469 MILE 28 ROAD,GUYMON,OK,73942,USA,,None,M,H,None,None,None,Minimal Change,-,Low,,-
Accoount 1469,"6225 South Valley View Boulevard
Suite L",Las Vegas,NV,89118,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1470,7777 U.S. 81,Concho,OK,73036,USA,Highly Seasonal,None,None,None,None,None,None,Minimal Change,-,Medium,High,-
Accoount 1471,"Centro Comercial La Dora, Ave. Juan Demostenes Arosemena, locales 3-4-5-6",COCLE,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1472,"Planta alta Supercentro El Fuerte, San Miguelito, Corregimiento Victoriano Lorenzo, Urbanización Monte Oscuro Ave. Simón Bolivar y Calle Primera",PANAMA,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1473,"Local No. 1, Edifico Hotel Plaza Mirage, Calle F Sur, Urbanización Avenida Cuarta Oeste, David",Chiriquí,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1474,KM. 2 Anillo Vial Ecoparque Natura T3 oficina 450,Floridablanca,,Bucar,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1475,7665 Corporate Center Drive,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1476,7665 Corporate Center Drive,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1477,8330 Riverside Parkway,Tulsa,OK,74137,USA,Potentially Seasonal,Late Adopter,L,H,None,None,None,Minimal Change,-,Medium,High,M
Accoount 1478,1721 MONMOUTH St.,NEWPORT,,41071,USA,,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 1479,2200 N RAINBOW BLVD,LAS VEGAS,NV,89108,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1480,7141 S EASTERN AVE,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1481,400 AGENCY RD FL 2,PAWNEE,OK,74058,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 1482,28314 East 6th Street,Yale,OK,74085,USA,,None,None,None,None,None,None,Minimal Change,-,Low,,-
Accoount 1483,"303 Walnut Street, 10TH Floor",Harrisburg,PA,17101,USA,None,None,None,None,None,None,None,None,Yes,Medium,,-
Accoount 1484,1001 S MAIN ST,LAS VEGAS,NV,89101,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1485,249 E PROSPECT AVE STE 300,MOUNT PROSPECT,IL,60056,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1486,3705 GREEN TREE LN,DEKALB,IL,60115,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1487,1750 FOSTERBURG RD,ALTON,IL,62002,USA,,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 1488,4220 E SAHARA AVE,LAS VEGAS,NV,89104,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1489,6510 S PECOS RD,LAS VEGAS,NV,89120,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1490,6400 W LAKE MEAD BLVD,LAS VEGAS,NV,89108,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1491,1680 SILVERADA BLVD,RENO,NV,89512,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1492,1243 East Sahara Avenue,Las Vegas,NV,89104,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1493,73 TAPADERO LN,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1494,3900 CARTER WAY,WELLINGTON,NV,89444,USA,,None,None,None,None,None,None,None,Yes,Medium,Medium,-
Accoount 1495,715 S VIRGINIA ST,RENO,NV,89501,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1496,35 S GIBSON RD STE 2,HENDERSON,NV,89012,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1497,Avenida 27 de Febrero 194,Santo Domingo,,None,DOM,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1498,HIGHWAY 16 WEST,CHOCTAW,MS,39350,USA,,None,L,H,None,None,None,None,Yes,Medium,,-
Accoount 1499,129 E. FREMONT STREET,LAS VEGAS,NV,89101,USA,Potentially Seasonal,Late Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1500,100 PUBLIC SQ,CLEVELAND,OH,44113,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,Medium,,H
Accoount 1501,HIGHWAY 70,SAN CARLOS,AZ,85550,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1502,"CASINO GAMING DIVISION, ATTN: MIKE EVANS, 7919 INDEPENDENCE BLVD.",BATON ROUGE,LA,70806,USA,None,None,None,None,None,None,None,None,-,Medium,,-
Accoount 1503,3900 CARTER WAY,WELLINGTON,NV,89444,USA,None,None,None,None,None,None,None,None,Yes,Medium,Medium,-
Accoount 1504,"CARRERA 15 NO 106-32, OFICINA 308",BOGOTA,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1505,"Calidonia calle 23/24, al lado de Feria Americana, local No.03",PANAMA,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1506,"Bingo 90 Galeria España
Calle 57 Este",Panama City,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1507,W. 399 U.S. HWY. 2 AND 41,HARRIS,MI,49845,USA,,None,M,H,M,M,H,Minimal Change,Yes,Low,,M
Accoount 1508,949 COUNTY ROAD G,NEKOOSA,WI,54457,USA,,None,L,H,M,L,M,Minimal Change,Yes,Low,,-
Accoount 1509,1 BOULEVARD DU CASINO,GATINEAU,QC,J8Y 6W3,CAN,Potentially Seasonal,None,M,H,M,H,VH,Minimal Change,Yes,Medium,High,M
Accoount 1510,10200 QUIL CEDA BLVD,TULALIP,WA,98271,USA,,None,None,None,L,H,VH,None,Yes,High,Low,L
Accoount 1511,575 COLLEGE DR,HENDERSON,NV,89015,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1512,"GRAND CASINO AUTOPISTA 27, SECTOR GUACHAPELIN ESCAZA",SAN JOSE,,None,CRI,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1513,"PARQUE LA PUENTE, CORTEZ N 209, PUEBLO LIBRE",LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1514,"Centro Comercial Los Pueblos, Juan Diaz local 16 B/C",Panama,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1515,1420 Mountaineer Circle,New Cumberland,WV,26047,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,Low,,H
Accoount 1516,Calle 90 15-17 oficina 1302,Bogotá,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1517,122 Water Street,Henderson,NV,89015,USA,Non Seasonal,Early Adopter,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 1518,1031 AVENUE H,CARTER LAKE,IA,51510,USA,Highly Seasonal,Late Adopter,L,L,None,None,None,Minimal Change,-,Medium,High,-
Accoount 1519,901 N BUFFALO DR,LAS VEGAS,NV,89128,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1520,3449 E Washington St,Idabel,OK,74745,USA,Highly Seasonal,None,L,L,H,L,L,Minimal Change,-,Low,,L
Accoount 1521,7171 W ANN RD,LAS VEGAS,NV,89130,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1522,900 Lewis Ranch Road,Moapa,NV,89025,USA,None,None,None,None,None,None,None,None,Yes,High,High,M
Accoount 1523,3039 MACKINAC TRAIL,ST. IGNACE,MI,49781,USA,,None,L,H,L,L,M,Minimal Change,Yes,Medium,Medium,-
Accoount 1524,NW CORNER OF US HWY 30 & IOWA HWY 4,JEFFERSON,IA,50129,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,Low,,M
Accoount 1525,400 BONIN RD,CHELMSFORD,ON,P0M 1L0,CAN,,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1526,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1527,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1528,HURON AVENUE AND BRIGANTINE BOULEVARD,ATLANTIC CITY,NJ,08401,USA,Highly Seasonal,Late Adopter,H,H,M,M,H,Minimal Change,-,High,Low,H
Accoount 1529,"LATIN GAMING, AVE. EJERCITO 395, FRENTE AL PUENTE",OSORNO,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1530,"AV NORTE 47A40 OFICINA 018, PISO 3","TUNJA, BOYACA",,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1531,CALLE 53B NO 25-21 OF 2228,BOGOTA,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1532,AVENIDA LAS CONDES 11700 OF 701 TORRE A,SANTIAGO,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1533,103 FRANCE STREET,BATON ROUGE,LA,70802,USA,,None,L,H,M,M,H,Minimal Change,-,Medium,,-
Accoount 1534,777 Tiverton Casino Resort,Tiverton,RI,02878,USA,Potentially Seasonal,,L,H,M,M,H,Minimal Change,-,High,High,M
Accoount 1535,450 THIRD AVE W,SEATTLE,WA,98119,USA,None,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 1536,65 E HORIZON RIDGE PKWY,HENDERSON,NV,89002,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1537,5629 NASHVILLE RD,FRANKLIN,KY,42134,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1538,111 COUNTRY CLUB DRIVE,INCLINE VILLAGE,NV,89451,USA,,None,L,H,L,L,M,Minimal Change,Yes,High,High,-
Accoount 1539,500 BOARDWALK,ATLANTIC CITY,NJ,08401,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,-,High,Low,H
Accoount 1540,1880 SASKATCHEWAN DR,REGINA,SK,S4P 0B2,CAN,Potentially Seasonal,,L,H,H,L,L,Minimal Change,-,Low,Medium,M
Accoount 1541,1585 SPRINGFIELD RD,KELOWNA,BC,V1Y 5V5,CAN,,,L,H,M,L,M,Minimal Change,-,Medium,High,M
Accoount 1542,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1543,13541 HIGHWAY 16 WEST,CHOCTAW,MS,39350,USA,Potentially Seasonal,Early Adopter,L,H,L,M,H,Minimal Change,Yes,Medium,,M
Accoount 1544,12464 153 ST NW,EDMONTON,AB,T5V 1S1,CAN,Highly Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,High,Medium,M
Accoount 1545,140 TOWER DR,BURR RIDGE,IL,60527,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1546,902 S 1ST STREET,MADILL,OK,73446,USA,,None,L,L,L,L,M,Minimal Change,-,Medium,High,-
Accoount 1547,30629 E COUNTY ROAD 1510,PAOLI,OK,73074,USA,,None,L,H,None,None,None,Minimal Change,-,Low,Medium,-
Accoount 1548,"Building 35, Port Zante",Basseterre,,None,KNA,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1549,100 RIVER OAKS DR,WETUMPKA,AL,36092,USA,Highly Seasonal,Early Adopter,L,L,None,None,None,Minimal Change,-,Medium,,M
Accoount 1550,909 S HOME AVE,PARK RIDGE,IL,60068,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1551,3204 N TENAYA WAY,LAS VEGAS,NV,89129,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1552,1329 SILVER CIR,BARTLETT,IL,60103,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1553,"Local Crown Casino, Chorrera, Panama Oeste",Panama,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1554,1000 South Pine Island Road,Plantation,FL,33324,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1555,11983 STARCREST DR,SAN ANTONIO,TX,78247,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1556,13620 E Hunt Highway,Chandler,AZ,85249,USA,None,None,None,None,None,None,None,None,Yes,High,Low,L
Accoount 1557,21 FAIRFORD STREET EAST,MOOSE JAW,SK,S6H 0C8,CAN,,None,L,H,H,L,L,Minimal Change,-,Low,Medium,-
Accoount 1558,7777 MISSION ROAD,CRANBROOK,BC,V1C 7E5,CAN,Potentially Seasonal,None,L,H,M,L,M,Encouraging,-,Medium,High,M
